Date,EmployeeID,Name,Attendance,HoursWorked,CheckIn,CheckOut
08/01/2024,E017,Employee_017,1,7.58,09:25,17:00
17/03/2024, E011,Employee_011,Y,9.1,10:02,19:08
03 Mar 2024, E022,Employee_022,Present ,8.26,09:24,17:39
23 Jan 2024,E019,Employee_019,present,8.79,08:55,17:42
2024/01/04,E026,Employee_026,Present ,,08:30,16:35
02/27/2024,E018,Employee_018,0,,,
13 Jan 2024,E005,Employee_005,Late ,9.51,09:10,18:41
2024.02.05, E011,Employee_011,P,8.65,08:23,17:02
2024/02/03,E005,Employee_005,1,8.12,08:12,16:19
02/25/2024,E019,Employee_019,S,,,
2024.02.16,E019,Employee_019,1,8.0,09:11,17:11
2024/01/29,E020,,Present ,8.74,08:48,17:33
03-02-2024, e004 ,Employee_004,Absent ,,,
2024.02.23,E024,Employee_024,on-duty,8.14,09:53,18:02
01-02-2024,E029,Employee_029,Y,8.52,09:17,17:48
2024/01/07,E002,Employee_002,Not Present,,,
2024/01/14,E017,Employee_017,Absent ,,,
18/01/2024,E019,Employee_019,on-duty,5.75,09:55,15:40
14-01-2024,E025,Employee_025,Present ,8.59,09:07,17:42
12/02/2024,E012,Employee_012,Absent ,,,
01 Jan 2024,E004,Employee_004,,8.9,08:45,17:39
23-Feb-2024,e028,Employee_028,p,7.4,09:09,16:33
07-02-2024, E022,Employee_022,Late ,9.07,09:15,18:19
02-02-2024,E009,Employee_009,1,9.67,08:22,18:02
13-Feb-2024,E002,Employee_002,P,8.66,09:22,18:02
24-Mar-2024,E006,Employee_006,On Duty,8.12,08:53,17:01
2024/03/14,E009,Employee_009,p,8.85,08:25,17:16
16/02/2024, E022,Employee_022,p,6.7,08:57,15:39
14/01/2024, e029 ,Employee_029,1,7.63,08:33,16:11
30 Jan 2024,E024,Employee_024,Present ,9.5,09:35,19:05
03/17/2024,E026,Employee_026,sick,,,
2024.03.08,E027,Employee_027,P,7.82,09:03,16:52
2024/02/04,E008,Employee_008,sick,,,
2024.01.11,E026,Employee_026,absent,,,
2024.03.19,E001,Employee_001,N,,,
2024-02-26,E006,Employee_006,present,9.14,09:32,18:40
03 Feb 2024,E023,,1,5.99,09:03,15:03
2024/03/23,E013,Employee_013,P,9.43,09:08,18:34
2024/03/08,E026,Employee_026,p,7.73,08:53,16:37
24-03-2024,E019,Employee_019,Tardy,5.84,09:53,15:43
02/19/2024,E008,Employee_008,on-duty,6.71,08:59,15:42
02/10/2024,E005,Employee_005,Sick ,,,
09 Jan 2024,E029,Employee_029,on-duty,8.89,09:04,17:57
15 Feb 2024,E002,Employee_002,hol,,,
2024/01/29,E013,Employee_013,SL,,,
2024.02.13,E018,Employee_018,,7.7,09:55,17:37
03/26/2024,e021,Employee_021,on-duty,7.85,08:07,15:58
27/02/2024,e028,Employee_028,A,,,
2024/02/15,E003,Employee_003,L,9.63,09:02,18:40
12-Mar-2024,E023,Employee_023,Y,6.65,09:08,15:47
26/01/2024,E029,Employee_029,Tardy,6.96,09:54,16:52
2024/01/12,E012,Employee_012,On Duty,7.3,08:11,15:29
11/02/2024,E020,Employee_020,Not Present,,,
2024-03-07,E008,Employee_008,On Duty,7.92,09:01,16:56
25-03-2024,E030,Employee_030,L,9.6,09:13,18:49
13-02-2024,E003,Employee_003,Not Present,,,
21 Mar 2024,e007,Employee_007,p,6.99,09:22,16:21
06 Mar 2024, E011,,on-duty,8.67,10:03,18:43
02-03-2024,E017,Employee_017,present,8.14,09:40,17:48
15 Mar 2024,E017,Employee_017,Present ,7.35,09:01,16:22
2024-01-21,E009,Employee_009,Absent ,,,
22 Jan 2024,E001,Employee_001,On Duty,8.81,09:19,18:07
13 Mar 2024,E001,Employee_001,on-duty,6.99,09:36,16:35
2024.01.18,E001,Employee_001,present,9.07,09:25,18:29
05 Jan 2024,e021,Employee_021,p,8.57,09:08,17:42
2024-02-03, E011,Employee_011,p,5.95,09:24,15:21
2024/03/27,E017,Employee_017,present,9.24,09:35,18:49
07-03-2024,E013,Employee_013,A,,,
2024/03/12,E004,Employee_004,1,7.71,09:06,16:48
06-Jan-2024,E012,Employee_012,Present ,7.72,09:33,17:16
2024-01-13,E030,Employee_030,1,8.32,09:11,17:30
25-Feb-2024,E015,Employee_015,present,10.13,09:47,19:55
2024.02.04,E001,Employee_001,on-duty,7.11,08:41,15:47
10-01-2024,E019,Employee_019,present,7.99,09:18,17:18
28 Jan 2024, E011,EMPLOYEE 011,present,8.54,08:07,16:40
2024/02/23,E020,Employee_020,Y,6.97,09:00,15:58
01/24/2024,E008,Employee_008,Present ,8.07,10:02,18:06
2024-02-04,E020,Employee_020,0,,,
01/02/2024,E016,Employee_016,Present ,7.85,08:55,16:46
2024-01-20,e007,Employee_007,late,9.93,10:14,20:10
17-01-2024,E005,EMPLOYEE 005,On Duty,,08:39,14:13
16-Feb-2024,E013,Employee_013,Present,10.11,09:50,18:34
11-02-2024,e007,Employee_007,present,8.2,08:50,17:02
17 Mar 2024,e028,Employee_028,,8.2,08:21,16:33
2024/02/28,E027,Employee_027,Not Present,,,
2024/01/16,E015,Employee_015,present,8.01,09:13,17:13
2024-01-18,E025,Employee_025,On Duty,9.43,09:05,18:31
02/02/2024,E006,Employee_006,Present ,8.27,08:31,16:47
18-Feb-2024,E015,Employee_015,present,9.1,09:34,18:40
27 Feb 2024,E026,Employee_026,On Duty,6.4,07:55,14:19
2024.02.20,e014,Employee_014,p,7.17,08:51,16:01
02/16/2024,E005,Employee_005,on-duty,7.78,08:36,16:23
2024-01-01,E025,Employee_025,present,7.84,09:31,17:22
04-01-2024,E012,Employee_012,on-duty,7.34,09:11,16:31
21-Jan-2024,E029,Employee_029,p,7.5,08:27,15:57
10/03/2024,e028,Employee_028,On Duty,9.44,07:33,17:00
03/02/2024,E003,Employee_003,Present ,8.12,09:33,17:41
25-03-2024,E026,Employee_026,present,5.86,09:00,14:51
15-03-2024,E009,Employee_009,P,7.46,09:11,16:39
01 Jan 2024,E009,Employee_009,hol,,,
2024-01-13,E004,Employee_004,1,8.05,08:50,16:53
06 Feb 2024,E027,EMPLOYEE 027,p,7.14,09:25,16:34
2024/02/03,E024,Employee_024,Present ,8.67,08:53,17:34
2024.01.14, E011,Employee_011,Sick ,,,
2024-03-09,E018,Employee_018,Y,7.53,08:49,16:20
2024.02.11,E002,Employee_002,on-duty,7.99,08:59,16:59
2024/01/02,E009,Employee_009,absent,,,
2024.03.20,E024,Employee_024,On Duty,,09:29,19:04
2024.01.29,E025,Employee_025,1,9.42,09:05,18:30
2024-03-08,E013,Employee_013,Y,7.56,09:00,16:34
04/03/2024,E004,Employee_004,P,9.0,08:46,17:46
13 Jan 2024,E026,Employee_026,Present ,8.09,08:50,16:55
03/30/2024,E015,Employee_015,0,,,
27-Jan-2024,E008,Employee_008,Not Present,,,
2024-03-08,E006,Employee_006,L,8.11,09:45,17:51
29 Feb 2024,E004,Employee_004,on-duty,6.75,09:10,15:55
2024-02-30,e021,Employee_021,A,,,
2024/01/02,E019,Employee_019,SL,,,
2024-02-29,E018,Employee_018,present,11.46,09:45,21:13
23/01/2024,E010,Employee_010,Y,8.85,09:16,18:07
2024/02/08,E012,Employee_012,P,8.53,09:42,18:14
2024/03/29,E019,Employee_019,Tardy,7.25,09:25,16:40
03/25/2024, E022,Employee_022,p,8.92,09:05,18:00
25-Mar-2024,E016,Employee_016,Tardy,8.15,08:30,16:39
10/01/2024,E024,Employee_024,on-duty,8.57,09:15,17:49
26-Feb-2024,e007,Employee_007,P,11.0,09:06,18:07
30-01-2024,E025,Employee_025,Present ,8.11,08:02,16:09
02/29/2024,E010,Employee_010,Present ,8.55,08:53,17:26
2024.03.06,E027,Employee_027,Present ,7.66,09:18,16:57
2024/02/02,E024,Employee_024,p,7.65,09:21,17:00
2024/01/22,E002,Employee_002,p,6.87,08:56,15:49
Feb 30 2024,E018,Employee_018,Not Present,,,
2024-01-08,E003,Employee_003,0,,,
2024.03.08,E008,Employee_008,p,7.73,09:45,17:28
21-Feb-2024,E008,Employee_008,Y,8.66,09:17,17:56
2024-02-08,e007,Employee_007,1,6.96,09:14,16:12
2024-03-10,E004,Employee_004,Present ,9.19,08:44,17:55
2024.02.16,E029,Employee_029,late,8.58,08:45,17:20
2024/02/12,E013,Employee_013,,,,
23 Feb 2024,E025,Employee_025,A,,,
14-Mar-2024,E005,Employee_005,1,7.21,10:00,17:13
2024.02.22,E004,Employee_004,1,10.56,09:29,20:02
08 Jan 2024,e014,Employee_014,absent,,,
03/12/2024, e024 ,Employee_024,H,,,
18/01/2024,e014,Employee_014,S,,,
08-01-2024,E020,Employee_020,Y,7.71,09:02,16:45
2024.03.05, E022,Employee_022,Y,6.93,08:47,15:43
2024/03/26,E019,Employee_019,On Duty,7.22,08:54,16:07
2024.03.04, E022,Employee_022,on-duty,5.21,09:13,14:25
2024.01.20,e014,Employee_014,present,8.71,09:29,18:12
Feb 30 2024,e007,Employee_007,1,8.0,09:35,17:35
28-01-2024,E019,Employee_019,A,,,
2024-02-10,E019,Employee_019,0,,,
05 Mar 2024,e014,Employee_014,A,7.36,08:10,17:00
2024/01/28,E012,Employee_012,present,9.49,09:03,18:33
21/02/2024,E006,Employee_006,N,,,
2024-02-19,e021,Employee_021,On Duty,7.02,09:30,16:31
14-01-2024,E009,,present,7.7,09:01,16:43
2024/02/18,E008,Employee_008,P,8.44,09:09,17:36
27/03/2024,E025,Employee_025,On Duty,9.08,08:40,17:44
30/01/2024, E022,Employee_022,A,,,
25-01-2024,e028,Employee_028,1,8.29,09:38,17:55
03/22/2024,e014,Employee_014,Present ,7.34,09:03,16:23
20-01-2024,E003,Employee_003,On Duty,,09:35,19:12
02/01/2024,E008,Employee_008,present,8.05,08:29,16:32
08/01/2024,E024,Employee_024,1,7.91,09:56,17:51
2024/02/10,E016,Employee_016,A,,,
23 Feb 2024,E008,Employee_008,Not Present,,,
2024/02/26,E029,Employee_029,,8.35,09:02,17:23
20 Feb 2024,E030,Employee_030,0,,,
2024-03-20,E003,Employee_003,Present ,5.92,09:33,15:28
13-Jan-2024,E013,Employee_013,A,,,
13/03/2024, e005 ,Employee_005,Absent ,,,
25 Mar 2024, e007 ,Employee_007,p,9.24,09:05,18:20
2024.03.26,E018,Employee_018,Present ,7.67,08:39,16:19
01-03-2024,E003,Employee_003,Present ,7.97,08:34,16:32
2024/03/15,E013,Employee_013,Y,6.23,09:48,16:02
2024/02/19,E013,Employee_013,present,7.51,09:00,16:30
06 Jan 2024, E022,Employee_022,P,6.32,08:47,16:27
2024-01-10,E025,Employee_025,1,7.06,08:26,15:30
20/02/2024,E003,Employee_003,holiday,,,
02 Feb 2024,E018,Employee_018,A,,,
09-01-2024,E020,Employee_020,Y,7.27,09:31,16:47
06-01-2024,E009,Employee_009,on-duty,8.2,08:47,16:59
02-02-2024, E011,Employee_011,Holiday ,,,
03/17/2024, e004 ,Employee_004,P,8.29,09:20,17:38
2024.02.18,E004,Employee_004,L,5.7,09:44,15:26
2024/01/29,E006,Employee_006,1,7.15,09:26,16:35
03/28/2024,E029,Employee_029,,6.91,09:00,15:54
18-Feb-2024, E011,Employee_011,P,8.16,09:09,17:19
28/03/2024,E002,Employee_002,A,,,
2024/03/18,E001,Employee_001,On Duty,5.73,08:52,14:36
2024-03-29,E026,Employee_026,present,7.83,09:40,17:30
2024/02/29, e003 ,Employee_003,on-duty,7.99,09:10,17:09
2024-03-07,E016,Employee_016,On Duty,7.86,08:51,16:43
2024/01/18,E004,Employee_004,Present ,7.04,09:14,16:17
03/01/2024, e008 ,Employee_008,present,8.48,09:36,18:05
18-01-2024,e028,Employee_028,S,,,
01-03-2024,E015,Employee_015,Holiday ,,,
02/08/2024,E024,Employee_024,,6.97,09:08,16:07
2024.01.11,E010,Employee_010,L,9.0,09:06,18:06
27-01-2024,e021,Employee_021,,7.15,08:23,15:32
21 Feb 2024,E026,Employee_026,L,8.53,09:11,17:42
03/03/2024,E016,Employee_016,p,9.33,08:57,18:17
2024/03/20,E001,Employee_001,P,9.48,09:39,19:08
05 Jan 2024,E006,Employee_006,Late ,10.15,08:56,19:05
2024-01-03,E009,Employee_009,P,9.25,08:13,17:28
20-Feb-2024,E018,Employee_018,N,,,
2024.01.05,E030,Employee_030,1,9.58,09:09,18:44
08-03-2024,E025,Employee_025,Present ,8.77,09:06,17:52
02/09/2024,E009,Employee_009,N,,,
23/02/2024, E022,Employee_022,Y,8.06,08:21,16:24
31 Jan 2024,e021,Employee_021,Present ,6.64,08:36,15:14
27-03-2024,E023,Employee_023,on-duty,8.79,08:27,17:14
03/13/2024,E018,Employee_018,p,7.66,08:15,15:54
2024/03/12, E011,Employee_011,on-duty,8.83,09:13,18:03
2024.03.19,E005,Employee_005,,,,
23-Mar-2024,E008,Employee_008,Not Present,,,
29 Jan 2024, e012 ,Employee_012,On Duty,7.08,08:16,15:21
01/23/2024,E013,Employee_013,Sick ,,,
03 Jan 2024,E001,Employee_001,P,8.18,09:29,17:40
30-03-2024,E001,Employee_001,L,7.93,09:02,16:58
01/09/2024,E025,Employee_025,1,8.9,10:43,19:37
2024/01/16,e007,Employee_007,absent,,,
20-Jan-2024,E027,Employee_027,absent,,,
21/02/2024,E005,Employee_005,Present ,8.71,09:06,17:49
2024.02.02,E023,Employee_023,Not Present,,,
2024-03-21,E017,Employee_017,present,8.26,09:04,17:20
08/03/2024,E001,Employee_001,p,7.35,09:02,16:23
2024.03.27,E029,Employee_029,holiday,,,
15 Jan 2024,E024,Employee_024,p,7.15,09:34,16:43
07-01-2024,E023,Employee_023,1,7.26,09:17,16:32
12/01/2024,E018,Employee_018,1,6.57,09:08,15:42
03/19/2024,e021,Employee_021,absent,,,
21-02-2024,E012,,P,10.03,08:55,18:56
06-02-2024,E005,Employee_005,present,8.52,08:56,17:28
06-Feb-2024,E030,Employee_030,Y,8.07,08:05,16:10
24/01/2024,E012,EMPLOYEE 012,on-duty,7.48,07:53,15:22
14-Feb-2024,E006,Employee_006,present,8.08,09:41,17:45
18-02-2024,E003,Employee_003,on-duty,8.28,08:42,16:59
01/22/2024,E005,Employee_005,Not Present,,,
17 Mar 2024, E022,Employee_022,Y,8.43,08:39,17:04
2024-01-28,E025,Employee_025,1,7.43,09:40,17:06
22/03/2024,E029,,present,8.07,10:08,18:12
09-Jan-2024,e028,Employee_028,late,8.47,10:18,18:46
2024.03.18,E025,Employee_025,N,,,
2024-03-06,e007,Employee_007,present,7.59,08:42,16:18
02/04/2024,E018,Employee_018,Present,,,
27/01/2024,E030,Employee_030,,9.95,07:50,17:47
07-02-2024,E013,Employee_013,A,,,
2024/03/18,E030,Employee_030,absent,,,
06/03/2024,e021,Employee_021,Not Present,,,
2024.03.22,E019,Employee_019,P,7.47,09:31,16:59
04-02-2024,E015,Employee_015,Not Present,,,
20-03-2024,E026,Employee_026,Absent ,,,
26/03/2024,E013,Employee_013,Late ,7.89,09:25,17:18
02/01/2024, E022,Employee_022,p,6.8,08:47,15:35
2024.01.11,E006,Employee_006,p,8.62,09:44,18:21
2024-02-17,E012,Employee_012,On Duty,7.78,08:46,16:33
02/24/2024,E026,Employee_026,holiday,,,
03/22/2024,E006,Employee_006,1,7.5,09:07,16:37
02/04/2024, e018 ,Employee_018,Not Present,,,
25-Jan-2024,e007,Employee_007,sick,,,
2024.01.13,E010,Employee_010,on-duty,8.38,08:51,17:14
17-Mar-2024,E010,Employee_010,0,,,
13/02/2024, e011 ,Employee_011,P,7.92,08:22,16:06
04/01/2024,E015,Employee_015,On Duty,7.32,09:36,16:55
18 Feb 2024, e009 ,Employee_009,Y,8.84,08:41,17:32
2024.03.17,E015,Employee_015,1,8.76,08:52,17:37
2024/02/19,e014,Employee_014,present,7.95,08:54,16:51
2024.02.16,E024,Employee_024,P,6.59,08:04,14:40
01/20/2024,E006,Employee_006,late,6.75,09:55,16:40
17/01/2024,E009,Employee_009,Late,9.12,08:29,17:23
27-Feb-2024, E022,Employee_022,1,8.12,09:07,17:15
Feb 30 2024,e021,Employee_021,1,,08:53,17:21
15 Mar 2024,e014,Employee_014,p,9.59,08:16,17:52
2024.03.14,E010,Employee_010,Not Present,,,
2024-02-06,e014,Employee_014,present,8.54,08:56,17:28
2024-03-02,e007,Employee_007,Y,9.93,08:44,18:40
08 Feb 2024,E018,Employee_018,H,,,
2024-02-30,E006,Employee_006,Sick ,,,
2024.02.19,E020,Employee_020,1,8.86,09:13,18:05
2024.02.07,E006,Employee_006,Not Present,,,
2024/01/15,E016,Employee_016,Not Present,,,
28-Feb-2024,e014,Employee_014,,,,
2024.02.17,E008,Employee_008,p,9.68,09:05,18:45
2024.03.14,E013,Employee_013,present,8.95,09:30,18:27
09-Mar-2024,E017,Employee_017,present,6.4,09:23,15:47
20-Mar-2024,e021,Employee_021,p,7.03,08:21,15:23
2024.02.04,E016,Employee_016,P,7.12,08:04,15:11
2024/01/08,E001,Employee_001,P,8.74,08:37,17:21
2024-01-02,E024,Employee_024,S,,,
2024-01-26,E030,Employee_030,P,8.15,08:42,16:51
21/03/2024,E024,Employee_024,On Duty,7.94,09:07,17:03
13-01-2024,E027,Employee_027,,8.2,09:37,17:49
23-Mar-2024, E011,Employee_011,p,8.21,09:57,18:10
2024-02-02,E015,Employee_015,Present,,,
05-Jan-2024,E027,Employee_027,on-duty,8.23,09:16,17:30
07-03-2024, E022,Employee_022,Absent ,,,
21/01/2024,E020,Employee_020,On Duty,10.06,08:36,18:40
2024/02/03,E006,Employee_006,Present ,7.65,08:32,16:11
2024.02.13,e007,Employee_007,1,9.37,09:13,18:35
23-02-2024,E019,Employee_019,p,4.91,09:40,14:34
2024-01-27,e014,Employee_014,P,,08:45,16:20
03/04/2024,E030,Employee_030,p,5.2,09:32,14:44
2024/03/06,E024,Employee_024,present,7.75,08:40,16:25
14-03-2024,E024,Employee_024,p,8.57,09:08,17:42
06 Jan 2024,E018,Employee_018,p,7.54,08:40,16:12
18 Mar 2024,e028,Employee_028,1,10.18,09:09,19:20
2024-02-16,E006,Employee_006,1,8.22,09:26,17:39
2024-02-22,E010,Employee_010,On Duty,6.86,09:02,15:54
2024/03/05,E024,Employee_024,,9.25,09:11,18:26
07-Mar-2024,e014,Employee_014,P,,08:50,17:30
03/30/2024,e028,Employee_028,on-duty,7.02,10:15,17:16
26/01/2024, e009 ,Employee_009,P,9.26,09:23,18:38
09-Mar-2024,E023,Employee_023,late,8.64,09:39,18:17
2024-03-13,E004,Employee_004,p,9.55,08:48,18:21
10-03-2024,E026,Employee_026,p,7.76,07:43,15:29
2024-02-22,E002,Employee_002,Present,9.46,07:54,16:46
03/18/2024,E029,Employee_029,L,8.12,09:08,17:15
2024/01/23,E002,Employee_002,Present ,7.4,09:06,16:30
2024-03-20,E029,Employee_029,late,9.12,09:18,18:26
22/03/2024, E011,Employee_011,1,9.15,07:58,17:07
2024-03-24,E023,Employee_023,L,8.12,08:56,17:03
23-01-2024,E003,Employee_003,P,7.89,08:59,16:53
18/01/2024,E020,Employee_020,Absent ,,,
01 Mar 2024,E016,Employee_016,on-duty,6.83,09:00,15:50
2024/01/02,E030,Employee_030,Y,10.47,09:23,19:52
2024/02/01,E019,Employee_019,P,6.7,08:46,15:28
15/02/2024,E008,Employee_008,Y,8.11,10:01,18:07
10-Jan-2024,E012,Employee_012,present,6.95,08:56,15:53
09/02/2024,e014,Employee_014,Tardy,7.34,08:36,15:57
2024.03.22,E012,Employee_012,L,7.73,08:42,16:26
11/03/2024,E003,Employee_003,Present ,8.41,08:34,16:58
23-02-2024,e021,Employee_021,P,8.38,08:34,16:57
12 Mar 2024,E030,Employee_030,Present ,7.99,09:14,17:13
24-Feb-2024,E005,Employee_005,Y,6.26,08:21,14:37
29/03/2024,E002,,Y,7.01,08:29,15:30
2024.03.05,E018,Employee_018,0,,,
17 Mar 2024,e014,Employee_014,present,8.54,08:08,16:41
29-01-2024,e014,Employee_014,P,8.26,08:59,17:15
18-Jan-2024,E009,Employee_009,A,,,
28-03-2024,E016,Employee_016,On Duty,8.29,09:29,17:46
27-01-2024,E026,Employee_026,sick,,,
24 Mar 2024,E018,Employee_018,present,9.42,08:53,18:18
20/03/2024,e028,Employee_028,N,,,
2024/01/24,e021,Employee_021,On Duty,7.43,09:18,16:43
2024/03/19,E008,Employee_008,present,8.08,09:14,17:19
02/01/2024,E020,Employee_020,P,7.89,08:49,16:43
2024.01.22,e014,Employee_014,Present ,8.15,08:45,16:54
Feb 30 2024,E017,Employee_017,p,7.48,08:14,15:43
27-Jan-2024, E022,EMPLOYEE 022,Late ,9.78,08:43,18:30
2024/03/05,E005,Employee_005,on-duty,6.61,08:57,15:33
2024-03-17,E023,Employee_023,Present ,7.87,08:53,16:45
2024/01/29,E010,Employee_010,A,,,
15 Jan 2024,E005,Employee_005,1,10.41,08:39,19:03
2024.01.14,E027,Employee_027,Absent ,,,
2024/01/01,E001,Employee_001,On Duty,7.13,08:52,16:00
12-Mar-2024,E003,Employee_003,P,8.12,08:53,17:00
2024.02.26,E020,Employee_020,P,7.54,08:54,16:26
2024.02.12,E010,Employee_010,P,7.42,09:35,17:00
06-01-2024,E027,Employee_027,,9.19,08:49,18:01
2024/03/15,E030,Employee_030,Present ,6.82,09:36,16:25
2024-02-30,E029,Employee_029,hol,,,
2024.01.18,E003,Employee_003,present,8.29,08:35,16:53
2024.01.18,E027,Employee_027,N,,,
2024-02-12,E027,Employee_027,on-duty,6.74,08:53,15:38
2024-01-31,E020,Employee_020,late,8.25,09:19,17:34
01/13/2024,E002,EMPLOYEE 002,on-duty,,08:21,16:25
27 Feb 2024,E025,Employee_025,Present ,9.08,08:58,18:03
32/13/2024,E030,Employee_030,on-duty,8.4,08:53,17:17
22-02-2024,E027,Employee_027,S,,,
2024.03.10,E019,Employee_019,A,,,
12 Jan 2024,e007,Employee_007,p,7.02,09:52,16:54
26/01/2024,E017,Employee_017,p,6.5,08:48,15:18
2024/01/15,E015,Employee_015,on-duty,8.25,08:43,16:58
2024-02-05,E005,Employee_005,late,9.46,09:12,18:39
03/11/2024,E016,Employee_016,absent,,,
2024-03-07,E012,Employee_012,On Duty,8.5,08:37,17:07
2024/03/11,E010,,1,8.27,09:30,17:46
2024-01-14,E018,Employee_018,Y,,09:22,17:43
02/12/2024,E003,Employee_003,1,7.38,08:25,15:48
21/02/2024, E022,Employee_022,Y,8.75,09:03,17:48
2024/03/20,E006,Employee_006,P,6.91,08:49,15:44
2024-02-05,E004,Employee_004,Y,6.87,08:55,15:48
2024.02.13,e028,Employee_028,p,7.92,08:37,16:33
2024-03-17,E001,Employee_001,Present ,8.81,09:04,17:52
04 Mar 2024,E026,Employee_026,present,7.89,09:13,17:07
14-Feb-2024,E017,Employee_017,1,9.29,09:03,18:20
2024/03/13,E009,EMPLOYEE 009,N,,,
2024-02-16, e020 ,Employee_020,Present ,10.23,09:09,19:23
2024.02.26,E016,Employee_016,Present ,8.24,09:22,17:36
14/03/2024,E017,Employee_017,1,8.14,08:29,16:37
2024/01/20,E009,Employee_009,L,7.87,09:13,17:05
2024/01/16,E029,Employee_029,Y,8.0,08:58,16:58
14-02-2024,E016,Employee_016,Y,7.61,09:14,16:50
25-02-2024,E005,Employee_005,Y,9.33,09:30,18:50
02/21/2024,E010,Employee_010,,8.0,09:09,17:09
2024-02-16,E016,,On Duty,8.29,08:13,16:31
2024/03/02,E024,Employee_024,1,7.24,09:01,16:15
21 Jan 2024,E026,Employee_026,p,,08:57,16:35
01/02/2024,E010,Employee_010,Y,8.37,08:59,17:21
2024-02-08,e028,Employee_028,Absent ,,,
2024/03/17,E012,Employee_012,p,8.79,08:52,17:39
2024.02.05,E010,Employee_010,SL,,,
03-01-2024,e021,Employee_021,Sick ,,,
02/01/2024,E017,Employee_017,On Duty,7.68,09:25,17:06
2024-01-03,e014,Employee_014,absent,,,
07 Feb 2024,E016,Employee_016,A,,,
19-Jan-2024,E017,Employee_017,L,6.08,09:20,15:25
20 Mar 2024,E020,Employee_020,present,8.71,09:09,17:52
2024-03-28,e007,Employee_007,On Duty,6.0,08:45,14:45
11 Feb 2024,E023,Employee_023,1,8.05,09:33,17:36
2024/02/19,E019,Employee_019,on-duty,7.68,08:17,15:58
2024-02-16,e028,Employee_028,0,,,
21 Feb 2024,E019,Employee_019,on-duty,5.63,09:46,15:24
21-02-2024,E020,Employee_020,hol,,,
2024/03/03,E003,Employee_003,,,,
01/19/2024,E002,Employee_002,present,8.44,08:55,17:22
01/17/2024,e028,Employee_028,0,,,
02/09/2024,E012,Employee_012,hol,,,
2024.03.17,E024,Employee_024,absent,,,
17/01/2024,E009,Employee_009,p,8.89,08:29,17:23
07 Feb 2024,E015,Employee_015,On Duty,9.53,09:30,19:02
03/11/2024,E001,Employee_001,present,8.37,08:11,16:33
13/01/2024,E029,Employee_029,Not Present,,,
2024-01-08, e008 ,Employee_008,Y,8.06,09:05,17:09
02/03/2024,e028,Employee_028,Y,6.38,09:28,15:50
11-02-2024,E016,Employee_016,1,7.62,09:21,16:58
19/02/2024,E012,EMPLOYEE 012,1,8.3,09:40,17:58
16/02/2024,E026,Employee_026,late,6.04,09:36,15:38
2024/02/13,E001,Employee_001,Y,7.85,09:38,17:29
16/01/2024,E013,Employee_013,0,,,
2024.03.19,E016,Employee_016,0,,,
18 Mar 2024,E005,Employee_005,On Duty,7.11,09:38,16:45
29 Jan 2024, E022,Employee_022,Late ,8.81,09:05,17:53
18-01-2024,E017,Employee_017,present,8.59,08:37,17:13
2024-03-14,E012,Employee_012,On Duty,8.22,08:16,16:30
26-Feb-2024, E022,Employee_022,on-duty,8.65,09:18,17:57
10 Jan 2024,e014,Employee_014,on-duty,8.49,08:39,17:09
2024-02-28,E015,Employee_015,Present ,6.63,09:26,16:04
2024-02-06,e007,Employee_007,hol,,,
30-01-2024,E003,Employee_003,p,8.38,09:38,18:01
01/20/2024,e021,Employee_021,0,,,
30-Mar-2024,E005,Employee_005,Not Present,,,
03-Jan-2024,E005,Employee_005,L,,09:22,16:37
2024-02-06, e003 ,Employee_003,On Duty,9.43,09:19,18:44
20/03/2024,E019,Employee_019,Late ,7.93,09:01,16:57
12 Feb 2024,E020,Employee_020,present,6.72,08:48,15:31
21/01/2024,E005,Employee_005,present,6.84,08:18,15:08
2024.01.25,E010,Employee_010,Y,7.23,09:40,16:54
02/14/2024,E020,Employee_020,on-duty,7.35,09:05,16:26
12/01/2024,E023,Employee_023,Sick ,,,
01 Feb 2024,E024,Employee_024,On Duty,9.71,09:35,19:18
28-Feb-2024,E008,Employee_008,on-duty,7.62,08:05,15:42
08-03-2024,E029,Employee_029,On Duty,,08:44,16:50
28-Mar-2024,E017,Employee_017,P,6.76,08:44,15:30
15-Feb-2024,E030,Employee_030,on-duty,7.93,09:11,17:07
25-03-2024,e021,Employee_021,present,7.37,08:20,15:42
02-01-2024,E005,Employee_005,P,8.79,09:05,17:52
27-02-2024,E004,,Present ,7.02,09:35,16:37
10-03-2024,E029,Employee_029,on-duty,8.7,09:36,18:18
09-03-2024, E022,Employee_022,present,8.56,09:26,17:59
01/01/2024,E020,Employee_020,present,8.39,08:53,17:16
2024-01-21,E023,Employee_023,on-duty,7.95,08:30,16:27
21 Mar 2024,e028,Employee_028,present,8.43,08:41,17:07
03/03/2024,E005,Employee_005,on-duty,8.56,08:53,17:27
29 Feb 2024, e022 ,Employee_022,A,,,
2024.03.13,E008,Employee_008,present,7.96,09:36,17:33
2024.03.19,E012,Employee_012,1,8.77,09:14,18:00
2024-02-21, E011,Employee_011,Present ,8.06,09:35,17:38
06-Feb-2024,E002,Employee_002,On Duty,8.91,08:48,17:42
2024.01.06,e014,Employee_014,1,8.77,08:44,17:30
02/09/2024,e007,Employee_007,P,7.26,08:45,16:00
19 Mar 2024,E024,Employee_024,on-duty,7.94,09:15,17:12
